game_id,date,season,venue,venue_location,home_team,away_team,home_score,away_score,home_sog,away_sog,periods,winner_team,home_goalie_even_shots,home_goalie_even_goals,home_goalie_short_shots,home_goalie_short_goals,home_goalie_power_shots,home_goalie_power_goals,away_goalie_even_shots,away_goalie_even_goals,away_goalie_short_shots,away_goalie_short_goals,away_goalie_power_shots,away_goalie_power_goals,home_save_pctg,away_save_pctg,home_total_pim,away_total_pim,start_time_UTC,game_state
2020020004,2021-01-13,20202021,Rogers Place,Edmonton,EDM,VAN,3,5,31,35,3,away,31.0,5.0,1.0,0.0,3.0,0.0,25.0,3.0,1.0,0.0,5.0,0.0,0.857,0.903,4,8,2021-01-14T03:00:00Z,OFF
2020020001,2021-01-13,20202021,Wells Fargo Center,Philadelphia,PHI,PIT,6,3,27,34,3,home,30.0,2.0,0.0,0.0,4.0,1.0,21.0,4.0,1.0,0.0,5.0,2.0,0.912,0.778,6,4,2021-01-13T22:30:00Z,OFF
2020020002,2021-01-13,20202021,Amalie Arena,Tampa,TBL,CHI,5,1,33,23,3,home,19.0,0.0,0.0,0.0,4.0,1.0,22.0,3.0,0.0,0.0,11.0,2.0,0.957,0.848,6,8,2021-01-14T01:00:00Z,OFF
2020020005,2021-01-13,20202021,Ball Arena,Denver,COL,STL,1,4,27,32,3,away,27.0,4.0,0.0,0.0,5.0,0.0,21.0,0.0,0.0,0.0,6.0,1.0,0.875,0.963,4,8,2021-01-14T03:30:00Z,OFF
2020020003,2021-01-13,20202021,Scotiabank Arena,Toronto,TOR,MTL,5,4,34,32,3,home,24.0,2.0,0.0,0.0,8.0,2.0,24.0,3.0,0.0,0.0,10.0,2.0,0.875,0.853,9,13,2021-01-14T00:00:00Z,OFF
2020020006,2021-01-14,20202021,KeyBank Center,Buffalo,BUF,WSH,4,6,26,28,3,away,21.0,4.0,0.0,0.0,6.0,1.0,21.0,3.0,1.0,0.0,4.0,1.0,0.815,0.846,9,11,2021-01-15T00:00:00Z,OFF
2020020011,2021-01-14,20202021,Bridgestone Arena,Nashville,NSH,CBJ,3,1,35,30,3,home,26.0,1.0,0.0,0.0,4.0,0.0,27.0,2.0,0.0,0.0,7.0,0.0,0.967,0.941,4,6,2021-01-15T01:00:00Z,OFF
2020020016,2021-01-14,20202021,STAPLES Center,Los Angeles,LAK,MIN,3,4,34,27,3,away,16.0,4.0,0.0,0.0,11.0,0.0,28.0,2.0,2.0,0.0,4.0,1.0,0.852,0.912,10,8,2021-01-15T03:00:00Z,OFF
2020020012,2021-01-14,20202021,Bell MTS Place,Winnipeg,WPG,CGY,4,3,34,26,3,home,20.0,2.0,2.0,0.0,4.0,1.0,26.0,3.0,0.0,0.0,8.0,1.0,0.885,0.882,6,8,2021-01-15T01:00:00Z,OFF
2020020014,2021-01-14,20202021,Gila River Arena,Glendale,ARI,SJS,3,4,37,35,3,away,29.0,2.0,1.0,0.0,5.0,1.0,30.0,2.0,0.0,0.0,7.0,1.0,0.914,0.919,8,8,2021-01-15T02:00:00Z,OFF
2020020007,2021-01-14,20202021,Prudential Center,Newark,NJD,BOS,2,3,22,37,3,away,27.0,0.0,2.0,0.0,8.0,2.0,18.0,2.0,1.0,0.0,3.0,0.0,0.946,0.909,8,10,2021-01-15T00:00:00Z,OFF
2020020013,2021-01-14,20202021,Rogers Place,Edmonton,EDM,VAN,5,2,46,40,3,home,32.0,2.0,0.0,0.0,8.0,0.0,36.0,3.0,1.0,0.0,9.0,2.0,0.95,0.891,20,18,2021-01-15T02:00:00Z,OFF
2020020008,2021-01-14,20202021,Madison Square Garden,New York,NYR,NYI,0,4,24,33,3,away,26.0,2.0,0.0,0.0,7.0,2.0,19.0,0.0,1.0,0.0,4.0,0.0,0.879,1.0,16,10,2021-01-15T00:00:00Z,OFF
2020020015,2021-01-14,20202021,T-Mobile Arena,Paradise,VGK,ANA,5,2,29,22,3,home,20.0,2.0,1.0,0.0,1.0,0.0,26.0,4.0,0.0,0.0,2.0,0.0,0.909,0.857,2,2,2021-01-15T03:00:00Z,OFF
2020020010,2021-01-14,20202021,Little Caesars Arena,Detroit,DET,CAR,0,3,14,43,3,away,35.0,1.0,1.0,0.0,6.0,1.0,13.0,0.0,0.0,0.0,1.0,0.0,0.952,1.0,11,9,2021-01-15T00:30:00Z,OFF
2020020022,2021-01-15,20202021,Ball Arena,Denver,COL,STL,8,0,38,21,3,home,15.0,0.0,2.0,0.0,4.0,0.0,21.0,3.0,2.0,0.0,15.0,5.0,1.0,0.789,10,16,2021-01-16T02:00:00Z,OFF
