game_id,date,season,venue,venue_location,home_team,away_team,home_score,away_score,home_sog,away_sog,periods,winner_team,home_goalie_even_shots,home_goalie_even_goals,home_goalie_short_shots,home_goalie_short_goals,home_goalie_power_shots,home_goalie_power_goals,away_goalie_even_shots,away_goalie_even_goals,away_goalie_short_shots,away_goalie_short_goals,away_goalie_power_shots,away_goalie_power_goals,home_save_pctg,away_save_pctg,home_total_pim,away_total_pim,start_time_UTC,game_state
2024010002,2024-09-21,20242025,American Airlines Center,Dallas,DAL,STL,2,1,26,22,3,home,18.0,1.0,0.0,0.0,4.0,0.0,19.0,2.0,0.0,0.0,7.0,0.0,0.955,0.923,13,17,2024-09-21T23:00:00Z,FINAL
2024010001,2024-09-21,20242025,KeyBank Center,Buffalo,BUF,PIT,7,3,43,18,3,home,15.0,1.0,1.0,0.0,2.0,2.0,37.0,6.0,0.0,0.0,6.0,1.0,0.833,0.837,10,12,2024-09-21T23:00:00Z,FINAL
2024010003,2024-09-21,20242025,Canada Life Centre,Winnipeg,WPG,MIN,2,5,40,28,3,away,20.0,3.0,4.0,0.0,4.0,2.0,32.0,2.0,1.0,0.0,7.0,0.0,0.821,0.95,11,15,2024-09-22T00:00:00Z,FINAL
2024010009,2024-09-22,20242025,Prudential Center,Newark,NJD,NYI,2,4,25,28,3,away,23.0,3.0,1.0,0.0,3.0,0.0,22.0,1.0,0.0,0.0,3.0,1.0,0.889,0.92,4,4,2024-09-22T23:00:00Z,FINAL
2024010012,2024-09-22,20242025,SAP Center at San Jose,San Jose,SJS,VGK,2,4,20,37,3,away,26.0,3.0,0.0,0.0,10.0,0.0,17.0,0.0,1.0,0.0,2.0,2.0,0.917,0.9,20,8,2024-09-23T00:00:00Z,FINAL
2024010005,2024-09-22,20242025,Capital One Arena,Washington,WSH,PHI,2,6,21,28,3,away,19.0,4.0,0.0,0.0,9.0,2.0,15.0,1.0,0.0,0.0,6.0,1.0,0.786,0.905,6,8,2024-09-22T19:00:00Z,FINAL
2024010006,2024-09-22,20242025,TD Garden,Boston,BOS,NYR,2,3,28,22,3,away,17.0,2.0,1.0,0.0,4.0,1.0,22.0,2.0,2.0,0.0,4.0,0.0,0.864,0.929,13,11,2024-09-22T21:00:00Z,FINAL
2024010010,2024-09-22,20242025,Scotiabank Arena,Toronto,TOR,OTT,5,6,37,34,3,away,26.0,6.0,0.0,0.0,8.0,0.0,27.0,4.0,0.0,0.0,10.0,1.0,0.824,0.865,18,18,2024-09-22T23:00:00Z,FINAL
2024010013,2024-09-22,20242025,Climate Pledge Arena,Seattle,SEA,CGY,1,6,34,27,3,away,23.0,6.0,1.0,0.0,3.0,0.0,29.0,1.0,1.0,0.0,4.0,0.0,0.778,0.971,13,21,2024-09-23T02:00:00Z,FINAL
2024010007,2024-09-22,20242025,Amerant Bank Arena,Sunrise,FLA,NSH,6,2,24,26,3,home,20.0,1.0,0.0,0.0,6.0,1.0,18.0,3.0,1.0,0.0,5.0,3.0,0.923,0.75,38,22,2024-09-22T22:00:00Z,FINAL
2024010004,2024-09-22,20242025,Amerant Bank Arena,Sunrise,FLA,NSH,3,2,23,26,3,home,24.0,2.0,1.0,0.0,1.0,0.0,17.0,3.0,3.0,0.0,3.0,0.0,0.923,0.87,4,4,2024-09-22T18:00:00Z,FINAL
2024010011,2024-09-22,20242025,Wells Fargo Arena,Des Moines,UTA,STL,5,3,31,25,3,home,25.0,2.0,0.0,0.0,0.0,0.0,31.0,4.0,0.0,0.0,0.0,0.0,0.92,0.871,12,10,2024-09-22T23:00:00Z,FINAL
2024010008,2024-09-22,20242025,Rogers Place,Edmonton,EDM,WPG,3,2,28,19,3,home,18.0,2.0,0.0,0.0,1.0,0.0,22.0,2.0,1.0,0.0,5.0,1.0,0.895,0.893,2,4,2024-09-22T22:00:00Z,FINAL
2024010015,2024-09-23,20242025,Centre Bell,Montreal,MTL,PHI,5,0,26,25,3,home,21.0,0.0,0.0,0.0,4.0,0.0,23.0,5.0,1.0,0.0,2.0,0.0,1.0,0.808,10,8,2024-09-23T23:00:00Z,FINAL
