game_id,date,season,venue,venue_location,home_team,away_team,home_score,away_score,home_sog,away_sog,periods,winner_team,home_goalie_even_shots,home_goalie_even_goals,home_goalie_short_shots,home_goalie_short_goals,home_goalie_power_shots,home_goalie_power_goals,away_goalie_even_shots,away_goalie_even_goals,away_goalie_short_shots,away_goalie_short_goals,away_goalie_power_shots,away_goalie_power_goals,home_save_pctg,away_save_pctg,home_total_pim,away_total_pim,start_time_UTC,game_state
2023010013,2023-09-24,20232024,Honda Center,Anaheim,ANA,LAK,3,2,30,28,3,home,22.0,2.0,1.0,0.0,5.0,0.0,22.0,3.0,2.0,0.0,6.0,0.0,0.929,0.9,13,13,2023-09-25T00:00:00Z,FINAL
2023010031,2023-09-26,20232024,SAP Center at San Jose,San Jose,SJS,ANA,2,4,17,25,3,away,22.0,2.0,0.0,0.0,2.0,1.0,15.0,1.0,0.0,0.0,2.0,1.0,0.875,0.882,8,8,2023-09-27T02:00:00Z,FINAL
2023010040,2023-09-27,20232024,Honda Center,Anaheim,ANA,SJS,4,2,26,49,3,home,36.0,1.0,0.0,0.0,13.0,1.0,23.0,4.0,1.0,0.0,2.0,0.0,0.959,0.846,24,10,2023-09-28T02:00:00Z,FINAL
2023010055,2023-09-29,20232024,Pechanga Arena,San Diego,ANA,LAK,3,4,30,27,3,away,27.0,4.0,0.0,0.0,0.0,0.0,30.0,3.0,0.0,0.0,0.0,0.0,0.852,0.9,10,8,2023-09-30T02:00:00Z,FINAL
2023010066,2023-10-01,20232024,Acrisure Arena,Thousand Palms,ARI,ANA,4,5,28,22,3,away,22.0,5.0,0.0,0.0,0.0,0.0,28.0,4.0,0.0,0.0,0.0,0.0,0.773,0.857,13,15,2023-10-01T22:00:00Z,FINAL
2023010080,2023-10-03,20232024,Crypto.com Arena,Los Angeles,LAK,ANA,4,1,40,16,3,home,11.0,1.0,1.0,0.0,4.0,0.0,37.0,3.0,1.0,0.0,2.0,1.0,0.938,0.9,10,10,2023-10-04T02:00:00Z,FINAL
2023010096,2023-10-05,20232024,Honda Center,Anaheim,ANA,ARI,2,4,35,17,3,away,14.0,3.0,2.0,0.0,1.0,1.0,26.0,1.0,0.0,0.0,9.0,1.0,0.765,0.943,13,31,2023-10-06T02:00:00Z,FINAL
2023010105,2023-10-07,20232024,Tucson Convention Center,Tucson,ARI,ANA,7,1,30,30,3,home,30.0,1.0,0.0,0.0,0.0,0.0,30.0,7.0,0.0,0.0,0.0,0.0,0.967,0.767,18,8,2023-10-07T22:00:00Z,FINAL
2023020031,2023-10-14,20232024,T-Mobile Arena,Paradise,VGK,ANA,4,1,38,23,3,home,19.0,1.0,0.0,0.0,4.0,0.0,26.0,1.0,0.0,0.0,11.0,2.0,0.957,0.919,17,22,2023-10-15T02:00:00Z,OFF
2023020034,2023-10-15,20232024,Honda Center,Anaheim,ANA,CAR,6,3,25,35,3,home,25.0,1.0,0.0,0.0,10.0,2.0,22.0,4.0,0.0,0.0,1.0,0.0,0.914,0.826,28,20,2023-10-16T00:30:00Z,OFF
2023020059,2023-10-19,20232024,Honda Center,Anaheim,ANA,DAL,2,3,29,24,3,away,21.0,1.0,1.0,0.0,2.0,2.0,24.0,2.0,1.0,0.0,4.0,0.0,0.875,0.931,8,8,2023-10-20T02:00:00Z,OFF
2023020066,2023-10-21,20232024,Mullett Arena,Tempe,ARI,ANA,2,1,27,33,3,home,22.0,0.0,1.0,0.0,10.0,1.0,19.0,1.0,0.0,0.0,8.0,1.0,0.97,0.926,15,19,2023-10-21T20:00:00Z,OFF
2023020081,2023-10-22,20232024,Honda Center,Anaheim,ANA,BOS,1,3,31,26,3,away,14.0,2.0,1.0,0.0,10.0,0.0,25.0,1.0,1.0,0.0,5.0,0.0,0.92,0.968,12,8,2023-10-23T00:30:00Z,OFF
2023020084,2023-10-24,20232024,Nationwide Arena,Columbus,CBJ,ANA,2,3,37,27,3,away,20.0,3.0,2.0,0.0,5.0,0.0,22.0,1.0,0.0,0.0,15.0,1.0,0.889,0.946,6,14,2023-10-25T00:30:00Z,OFF
